# f,ox,oy,R[0,0],R[0,1],R[0,2],R[1,0],R[1,1],R[1,2],R[2,0],R[2,1],R[2,2],t[0],t[1],t[2]
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.883321322165505851e-01,5.840061055109301361e-03,1.522021357115576623e-01,6.103192544255919318e-04,9.991048011844753107e-01,-4.229921702038611647e-02,-1.523129145499307335e-01,4.189856724283828188e-02,9.874438141607363439e-01,-1.775450538153037439e+00,1.655576473849875441e-01,-5.196574935399991269e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.885042320178669684e-01,6.027439824024305275e-03,1.510730063642568011e-01,4.177289850639653163e-04,9.990923504078784712e-01,-4.259461067970921749e-02,-1.511926214643494193e-01,4.216806049166509779e-02,9.876044987185453872e-01,-1.747149377232102729e+00,1.609603999718358103e-01,-5.124240123507802558e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.886813603688511254e-01,5.973172993267849597e-03,1.499116034988299262e-01,4.270414151991358889e-04,9.990910590849746420e-01,-4.262479668096232077e-02,-1.500299479931510582e-01,4.220636043129243065e-02,9.877801566362407470e-01,-1.713634868038460546e+00,1.557549969713827032e-01,-5.053733587015964090e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.887111841959868030e-01,6.548318528497298896e-03,1.496907270682412416e-01,-7.898569455966645766e-05,9.990671698901063547e-01,-4.318314264887791742e-02,-1.498338680239864884e-01,4.268383267962969074e-02,9.877894018568673662e-01,-1.687620592026227273e+00,1.547113576287341419e-01,-4.979825390541747332e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.887624228590011777e-01,7.650761477655170471e-03,1.492994875771841978e-01,-1.217110191354773586e-03,9.990684627058221690e-01,-4.313612719528001072e-02,-1.494904337567453112e-01,4.246966771046488398e-02,9.878506656067923553e-01,-1.658466326649795430e+00,1.490013470166563769e-01,-4.905164393548300694e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.888497624545820042e-01,7.199802893962069239e-03,1.487424288217885082e-01,-7.256349124629603992e-04,9.990516595798134558e-01,-4.353452589375795406e-02,-1.489148103698572090e-01,4.294117288929778092e-02,9.879172206836971393e-01,-1.628634995825747556e+00,1.498702990599943830e-01,-4.829894512613326363e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.888485086813301184e-01,7.463119349959921114e-03,1.487377851397469197e-01,-9.324245005522722139e-04,9.990342254563140401e-01,-4.392888516060169946e-02,-1.489219844860389663e-01,4.330032582407222774e-02,9.879004627594163424e-01,-1.603800242073091242e+00,1.493406587402302255e-01,-4.753960884938826403e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.888475813836471451e-01,8.564197905229728805e-03,1.486846169109347360e-01,-1.957108438352280193e-03,9.990062865272054671e-01,-4.452650003855618266e-02,-1.489182007622704418e-01,4.373892995219558211e-02,9.878817112834739067e-01,-1.575706917284510178e+00,1.487033174543755665e-01,-4.675014474118346364e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.887027057150100662e-01,9.034123836424746978e-03,1.496173262637935653e-01,-2.309890294815164676e-03,9.989818006238858628e-01,-4.505581459794791993e-02,-1.498720258041647824e-01,4.420120619131202161e-02,9.877168770718605106e-01,-1.554613629114142803e+00,1.515573345007086570e-01,-4.595754268242453477e+00
1.250295073532031438e+03,6.400000000000000000e+02,3.600000000000000000e+02,9.884361150897529313e-01,1.011756581911496186e-02,1.512999710778974993e-01,-3.306091362979672078e-03,9.989723226738120854e-01,-4.520363139824913612e-02,-1.516018342441026734e-01,4.418069027963483775e-02,9.874537713028588293e-01,-1.536487614715486005e+00,1.506719462534243104e-01,-4.513201110050356846e+00
